stock,endDate,accountsPayable,inventory,longTermDebt,netReceivables,netTangibleAssets,longTermInvestments,totalCurrentAssets,propertyPlantEquipment,otherStockholderEquity,deferredLongTermAssetCharges,totalCurrentLiabilities,cash,otherAssets,treasuryStock,goodWill,otherLiab,retainedEarnings,otherCurrentAssets,commonStock,totalAssets,otherCurrentLiab,deferredLongTermLiab,totalStockholderEquity,totalLiab,capitalSurplus,intangibleAssets,shortTermInvestments,shortLongTermDebt,minorityInterest_x,capitalExpenditures,changeToNetincome,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome_x,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments,otherCashflowsFromFinancingActivities,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome_y,incomeBeforeTax,researchDevelopment,minorityInterest_y,otherOperatingExpenses,discontinuedOperations
AVID,2019-06-30,39083000.0,34105000.0,200227000.0,77112000.0,-208466000.0,769000000.0,186738000.0,53456000.0,-3605000.0,1122000.0,206912000.0,50955000.0,9264000.0,-3605000.0,32643000.0,19569000.0,-1197946000.0,14486000.0,427000.0,282101000.0,82969000.0,4200000.0,-175823000.0,457924000.0,1025301000.0,167985000.0,58789000.0,28871000.0,1019143000.0,-1809000.0,8186000.0,2724000.0,223000.0,-97554000.0,-520000.0,2896000.0,-2713000.0,52000.0,-205000.0,-4371000.0,-10723000,-503000.0,99000.0,6234000.0,-1809000.0,-7037000,49000.0,-14376000.0,-6244000.0,-10723000.0,-10723000.0,-13021000,40253000,96403000,98701000,0,-5700000.0,2298000.0,2298000,58448000,38850000.0,-10723000,-10723000.0,15180000.0,1019143000.0,454000.0,-18100000.0
FSK,2020-03-31,10000000.0,34105000.0,4238000000.0,283000000.0,3028000000.0,6945000000.0,484000000.0,53456000.0,-3605000.0,1122000.0,173000000.0,193000000.0,10000000.0,-3605000.0,32643000.0,19569000.0,-974000000.0,3000000.0,427000.0,7439000000.0,95000000.0,10000000.0,3028000000.0,4411000000.0,4002000000.0,167985000.0,58789000.0,28871000.0,1019143000.0,-1809000.0,382000000.0,456000000.0,223000.0,-96000000.0,-520000.0,2896000.0,131000000.0,52000.0,-40000000.0,87000000.0,-703000000,-503000.0,-44000000.0,91000000.0,-1809000.0,-5000000,49000.0,-14376000.0,1000000.0,-703000000.0,-703000000.0,-847000000,0,35000000,179000000,0,-46000000.0,144000000.0,144000000,179000000,35000000.0,-703000000,-703000000.0,15180000.0,1019143000.0,454000.0,-18100000.0
FSK,2019-12-31,15000000.0,34105000.0,4173000000.0,739000000.0,3866000000.0,7357000000.0,849000000.0,53456000.0,-3605000.0,1122000.0,177000000.0,106000000.0,10000000.0,-3605000.0,32643000.0,19569000.0,-176000000.0,1000000.0,427000.0,8216000000.0,96000000.0,10000000.0,3866000000.0,4350000000.0,4041000000.0,167985000.0,58789000.0,28871000.0,1019143000.0,-1809000.0,-109000000.0,-327000000.0,223000.0,-98000000.0,-520000.0,2896000.0,-524000000.0,52000.0,-35000000.0,-20000000.0,-27000000,-503000.0,504000000.0,650000000.0,-1809000.0,-56000000,49000.0,-14376000.0,-13000000.0,-27000000.0,-27000000.0,-170000000,0,36000000,186000000,7000000,-44000000.0,150000000.0,150000000,186000000,36000000.0,-27000000,-20000000.0,15180000.0,1019143000.0,454000.0,-18100000.0
FSK,2019-09-30,71000000.0,34105000.0,3508000000.0,412000000.0,4024000000.0,7218000000.0,550000000.0,53456000.0,-3605000.0,1122000.0,242000000.0,126000000.0,6000000.0,-3605000.0,32643000.0,19569000.0,-94000000.0,9000000.0,427000.0,7774000000.0,99000000.0,6000000.0,4024000000.0,3750000000.0,4117000000.0,167985000.0,58789000.0,28871000.0,1019143000.0,-1809000.0,53000000.0,-249000000.0,223000.0,-100000000.0,-520000.0,2896000.0,-83000000.0,52000.0,-47000000.0,-162000000.0,71000000,-503000.0,-79000000.0,75000000.0,-1809000.0,54000000,49000.0,-14376000.0,-7000000.0,71000000.0,71000000.0,-86000000,0,42000000,199000000,0,-42000000.0,157000000.0,157000000,199000000,42000000.0,71000000,71000000.0,15180000.0,1019143000.0,454000.0,-18100000.0
FSK,2019-06-30,17000000.0,34105000.0,3441000000.0,163000000.0,4098000000.0,7283000000.0,456000000.0,53456000.0,-3605000.0,1122000.0,205000000.0,235000000.0,5000000.0,-3605000.0,32643000.0,19569000.0,-67000000.0,56000000.0,427000.0,7744000000.0,103000000.0,5000000.0,4098000000.0,3646000000.0,4164000000.0,167985000.0,58789000.0,28871000.0,1019143000.0,-1809000.0,149000000.0,25000000.0,223000.0,-99000000.0,-520000.0,2896000.0,276000000.0,52000.0,-24000000.0,196000000.0,101000000,-503000.0,-80000000.0,46000000.0,-1809000.0,2000000,49000.0,-14376000.0,-3000000.0,101000000.0,101000000.0,-41000000,0,57000000,199000000,0,-41000000.0,142000000.0,142000000,199000000,57000000.0,101000000,101000000.0,15180000.0,1019143000.0,454000.0,-18100000.0
WLK,2020-03-31,431000000.0,934000000.0,4432000000.0,1265000000.0,4151000000.0,1065000000.0,3768000000.0,7315000000.0,-106000000.0,1122000.0,1024000000.0,1537000000.0,273000000.0,-519000000.0,1065000000.0,1923000000.0,5860000000.0,56000000.0,1000000.0,14163000000.0,103000000.0,5000000.0,5893000000.0,7725000000.0,551000000.0,677000000.0,58789000.0,28871000.0,545000000.0,-164000000.0,147000000.0,-240000000.0,-8000000.0,-34000000.0,-7000000.0,190000000.0,61000000.0,-3000000.0,-54000000.0,809000000.0,145000000,-171000000.0,883000000.0,973000000.0,-132000000.0,-2000000,49000.0,39000000.0,-2000000.0,145000000.0,157000000.0,-20000000,1649000000,1796000000,1932000000,-41000000,-31000000.0,136000000.0,136000000,283000000,120000000.0,145000000,116000000.0,15180000.0,545000000.0,454000.0,-18100000.0
WLK,2019-12-31,473000000.0,936000000.0,3445000000.0,1036000000.0,4076000000.0,1112000000.0,2742000000.0,7355000000.0,-74000000.0,1122000.0,1241000000.0,728000000.0,268000000.0,-451000000.0,1074000000.0,1804000000.0,5757000000.0,56000000.0,1000000.0,13261000000.0,103000000.0,5000000.0,5860000000.0,6858000000.0,553000000.0,710000000.0,58789000.0,28871000.0,543000000.0,-183000000.0,53000000.0,64000000.0,-24000000.0,-34000000.0,-6000000.0,133000000.0,333000000.0,3000000.0,-54000000.0,-709000000.0,72000000,20000000.0,-39000000.0,8000000.0,-1006000000.0,-40000000,49000.0,-817000000.0,-13000000.0,72000000.0,85000000.0,-34000000,1633000000,1776000000,1883000000,-12000000,-35000000.0,107000000.0,107000000,250000000,115000000.0,72000000,73000000.0,15180000.0,543000000.0,454000.0,-18100000.0
WLK,2019-09-30,479000000.0,906000000.0,3424000000.0,1094000000.0,4023000000.0,227000000.0,3482000000.0,7259000000.0,-66000000.0,1122000.0,1238000000.0,1437000000.0,338000000.0,-462000000.0,1069000000.0,1753000000.0,5724000000.0,56000000.0,1000000.0,13107000000.0,103000000.0,5000000.0,5824000000.0,6745000000.0,561000000.0,732000000.0,58789000.0,28871000.0,538000000.0,-193000000.0,26000000.0,114000000.0,11000000.0,-33000000.0,11000000.0,178000000.0,501000000.0,-5000000.0,-10000000.0,1028000000.0,158000000,23000000.0,717000000.0,776000000.0,-185000000.0,-9000000,49000.0,-3000000.0,-16000000.0,157000000.0,166000000.0,-18000000,1695000000,1832000000,2066000000,50000000,-31000000.0,234000000.0,234000000,371000000,110000000.0,158000000,216000000.0,15180000.0,538000000.0,454000.0,-18100000.0
WLK,2019-06-30,495000000.0,925000000.0,2669000000.0,1213000000.0,3877000000.0,225000000.0,2595000000.0,7213000000.0,-50000000.0,1122000.0,1254000000.0,409000000.0,341000000.0,-440000000.0,1079000000.0,1740000000.0,5600000000.0,56000000.0,1000000.0,12216000000.0,103000000.0,5000000.0,5719000000.0,5957000000.0,558000000.0,763000000.0,58789000.0,28871000.0,540000000.0,-208000000.0,30000000.0,-78000000.0,106000000.0,-32000000.0,-2000000.0,176000000.0,320000000.0,1000000.0,-20000000.0,-36000000.0,119000000,23000000.0,-69000000.0,5000000.0,-288000000.0,-33000000,49000.0,-3000000.0,-22000000.0,118000000.0,129000000.0,-28000000,1804000000,1948000000,2144000000,39000000,-28000000.0,196000000.0,196000000,340000000,117000000.0,119000000,168000000.0,15180000.0,540000000.0,454000.0,-18100000.0
MFA,2019-12-31,495000000.0,925000000.0,10031606000.0,7562756000.0,3383872000.0,16928000.0,7697420000.0,7213000000.0,370047000.0,1122000.0,151806000.0,70629000.0,4636014000.0,370047000.0,1079000000.0,1740000000.0,-631040000.0,64035000.0,4524000.0,13567364000.0,90749000.0,5000000.0,3383872000.0,10183412000.0,3640341000.0,1217002000.0,58789000.0,28871000.0,540000000.0,-528000.0,-36985000.0,-78000000.0,106000000.0,-94364000.0,-2000000.0,1361000.0,62179000.0,1000000.0,-20000000.0,-58527000.0,100621000,-2818000.0,449688000.0,532995000.0,-570394000.0,0,3464000.0,545272000.0,7593000.0,96592000.0,100621000.0,0,12699000,23831000,124452000,0,-28000000.0,100621000.0,0,111753000,12732000.0,100621000,100621000.0,15180000.0,540000000.0,-1600000.0,-18100000.0
MFA,2019-09-30,495000000.0,925000000.0,9497668000.0,6525298000.0,3396146000.0,12846000.0,6718489000.0,7213000000.0,401850000.0,1122000.0,203727000.0,154193000.0,5202002000.0,401850000.0,1079000000.0,1740000000.0,-637161000.0,38998000.0,4517000.0,13104821000.0,150138000.0,5000000.0,3403346000.0,9701395000.0,3634140000.0,1164284000.0,58789000.0,28871000.0,540000000.0,-308000.0,-38194000.0,-78000000.0,106000000.0,-94150000.0,-2000000.0,873000.0,67649000.0,1000000.0,-20000000.0,73474000.0,95599000,9371000.0,-168205000.0,-81288000.0,174030000.0,0,7724000.0,816212000.0,-491000.0,91569000.0,95599000.0,0,10786000,21628000,117227000,0,-28000000.0,95599000.0,0,106441000,12942000.0,95599000,95599000.0,15180000.0,540000000.0,-2100000.0,-18100000.0
MFA,2019-06-30,495000000.0,925000000.0,947724000.0,6015824000.0,3396093000.0,60592000.0,6135541000.0,7213000000.0,411784000.0,1122000.0,8856995000.0,88661000.0,5834887000.0,411784000.0,1079000000.0,1740000000.0,-638396000.0,31056000.0,4506000.0,13208092000.0,177387000.0,5000000.0,3403293000.0,9804719000.0,3625399000.0,1169872000.0,58789000.0,28871000.0,540000000.0,-652000.0,-38044000.0,-78000000.0,106000000.0,-94103000.0,-2000000.0,652000.0,48865000.0,1000000.0,-20000000.0,1139000.0,93040000,-6783000.0,193193000.0,312363000.0,-240919000.0,0,586000.0,364688000.0,-25653000.0,89014000.0,93040000.0,0,9938000,21413000,114453000,0,-28000000.0,93040000.0,0,104515000,13775000.0,93040000,93040000.0,15180000.0,540000000.0,-2300000.0,-18100000.0
MFA,2019-03-31,495000000.0,925000000.0,756011000.0,5366978000.0,3397251000.0,56788000.0,5485556000.0,7213000000.0,414596000.0,1122000.0,8641071000.0,76579000.0,6426706000.0,414596000.0,1079000000.0,1740000000.0,-637286000.0,41999000.0,4505000.0,12801613000.0,90353000.0,5000000.0,3404451000.0,9397082000.0,3622636000.0,825363000.0,58789000.0,28871000.0,540000000.0,-391000.0,-36728000.0,-78000000.0,106000000.0,-93948000.0,-2000000.0,432000.0,37082000.0,1000000.0,-20000000.0,29869000.0,88857000,-15479000.0,490245000.0,605120000.0,-497458000.0,0,551000.0,272726000.0,-21478000.0,84851000.0,88857000.0,0,11039000,22838000,111695000,0,-28000000.0,88857000.0,0,100656000,13199000.0,88857000,88857000.0,15180000.0,540000000.0,-1400000.0,-18100000.0
ARNC,2020-03-31,495000000.0,925000000.0,756011000.0,5366978000.0,1239000000.0,56788000.0,5485556000.0,7213000000.0,414596000.0,1122000.0,8641071000.0,76579000.0,6426706000.0,414596000.0,1079000000.0,1740000000.0,-637286000.0,41999000.0,4505000.0,12801613000.0,90353000.0,5000000.0,1613000000.0,9397082000.0,3622636000.0,825363000.0,58789000.0,28871000.0,540000000.0,-23000000.0,35000000.0,-309000000.0,-74000000.0,-93948000.0,-2000000.0,60000000.0,-295000000.0,-1000000.0,-20000000.0,1156000000.0,60000000,-76000000.0,1374000000.0,1200000000.0,78000000.0,-93000000,551000.0,272726000.0,174000000.0,60000000.0,60000000.0,-19000000,1327000000,1501000000,1611000000,31000000,-35000000.0,110000000.0,110000000,284000000,101000000.0,60000000,91000000.0,11000000.0,13000000.0,2000000.0,-18100000.0
ARNC,2019-12-31,495000000.0,925000000.0,756011000.0,5366978000.0,2303000000.0,56788000.0,5485556000.0,7213000000.0,414596000.0,1122000.0,8641071000.0,76579000.0,6426706000.0,414596000.0,1079000000.0,1740000000.0,-637286000.0,41999000.0,4505000.0,12801613000.0,90353000.0,5000000.0,2714000000.0,9397082000.0,3622636000.0,825363000.0,58789000.0,28871000.0,540000000.0,-81000000.0,-88000000.0,50000000.0,64000000.0,-93948000.0,-2000000.0,62000000.0,312000000.0,1000000.0,-20000000.0,25000000.0,186000000,14000000.0,-227000000.0,1200000000.0,-61000000.0,-4000000,551000.0,272726000.0,-227000000.0,186000000.0,186000000.0,2000000,1460000000,1627000000,1708000000,-103000000,-29000000.0,81000000.0,81000000,248000000,89000000.0,186000000,83000000.0,11000000.0,14000000.0,5000000.0,-18100000.0
ARNC,2019-03-31,495000000.0,925000000.0,756011000.0,5366978000.0,2238000000.0,56788000.0,5485556000.0,7213000000.0,414596000.0,1122000.0,8641071000.0,76579000.0,6426706000.0,414596000.0,1079000000.0,1740000000.0,-637286000.0,41999000.0,4505000.0,12801613000.0,90353000.0,5000000.0,2665000000.0,9397082000.0,3622636000.0,825363000.0,58789000.0,28871000.0,540000000.0,-42000000.0,16000000.0,-83000000.0,-65000000.0,-93948000.0,-2000000.0,63000000.0,-11000000.0,1000000.0,-20000000.0,-35000000.0,41000000,-14000000.0,14000000.0,1200000000.0,-38000000.0,44000000,551000.0,272726000.0,14000000.0,41000000.0,41000000.0,-16000000,1596000000,1759000000,1841000000,25000000,-28000000.0,82000000.0,82000000,245000000,86000000.0,41000000,66000000.0,14000000.0,14000000.0,5000000.0,-18100000.0
ARNC,2018-12-31,495000000.0,925000000.0,756011000.0,5366978000.0,2238000000.0,56788000.0,5485556000.0,7213000000.0,414596000.0,1122000.0,8641071000.0,76579000.0,6426706000.0,414596000.0,1079000000.0,1740000000.0,-637286000.0,41999000.0,4505000.0,12801613000.0,90353000.0,5000000.0,2665000000.0,9397082000.0,3622636000.0,825363000.0,58789000.0,28871000.0,540000000.0,-122000000.0,-99000000.0,50000000.0,66000000.0,-93948000.0,-2000000.0,74000000.0,197000000.0,1000000.0,-20000000.0,-33000000.0,99000000,5000000.0,-410000000.0,1200000000.0,180000000.0,22000000,551000.0,272726000.0,-410000000.0,99000000.0,99000000.0,84000000,1597000000,1756000000,1809000000,38000000,-30000000.0,53000000.0,53000000,212000000,62000000.0,99000000,137000000.0,16000000.0,12000000.0,7000000.0,-18100000.0
SAFE,2020-03-31,3828000.0,925000000.0,1579001000.0,1518279000.0,988439000.0,56788000.0,1818427000.0,699491000.0,-61779000.0,1122000.0,26394000.0,257739000.0,12415000.0,-61779000.0,1079000000.0,57172000.0,7236000.0,42409000.0,510000.0,2899627000.0,9285000.0,4745000.0,1229610000.0,1668389000.0,1283643000.0,241171000.0,58789000.0,28871000.0,1628000.0,-122000000.0,-12150000.0,50000000.0,66000000.0,-7452000.0,-17598000.0,3015000.0,7436000.0,1000000.0,-20000000.0,252966000.0,17347000,-3065000.0,306886000.0,173800000.0,-61356000.0,2289000,150086000.0,272726000.0,-9548000.0,17347000.0,17396000.0,-15148000,798000,8439000,40983000,0,-15148000.0,32544000.0,32544000,40185000,5253000.0,17347000,17396000.0,16000000.0,1628000.0,40000.0,-18100000.0
SAFE,2019-12-31,4375000.0,925000000.0,1386594000.0,1439988000.0,848975000.0,56788000.0,1488352000.0,701275000.0,-39123000.0,1122000.0,23484000.0,22704000.0,6573000.0,-39123000.0,1079000000.0,57333000.0,-2146000.0,25653000.0,478000.0,2566561000.0,8072000.0,5141000.0,1091812000.0,1473263000.0,1132603000.0,242837000.0,58789000.0,28871000.0,1486000.0,-122000000.0,-9631000.0,50000000.0,66000000.0,-6308000.0,33308000.0,3014000.0,2583000.0,1000000.0,-20000000.0,9994000.0,11119000,-175000.0,916611000.0,693750000.0,-909200000.0,-1744000,247300000.0,272726000.0,-18131000.0,11119000.0,11168000.0,-11653000,591000,7121000,29942000,0,-11653000.0,22821000.0,22821000,29351000,3883000.0,11119000,11168000.0,16000000.0,1486000.0,299000.0,-18100000.0
SAFE,2019-09-30,2487000.0,925000000.0,711663000.0,588125000.0,599265000.0,56788000.0,657722000.0,703058000.0,-39284000.0,1122000.0,16998000.0,13539000.0,10469000.0,-39284000.0,1079000000.0,57494000.0,-5809000.0,55746000.0,404000.0,1637162000.0,6922000.0,2134000.0,843768000.0,792036000.0,888457000.0,244503000.0,58789000.0,28871000.0,1358000.0,-122000000.0,-1216000.0,50000000.0,66000000.0,-4825000.0,-31647000.0,2972000.0,-3124000.0,1000000.0,-20000000.0,-56691000.0,5432000,-246000.0,399124000.0,146364000.0,-452691000.0,-10066000,264600000.0,272726000.0,-7015000.0,5432000.0,5481000.0,-9719000,625000,6351000,21551000,0,-7708000.0,15200000.0,15200000,20926000,3096000.0,5432000,5481000.0,16000000.0,1358000.0,285000.0,-18100000.0
SAFE,2019-06-30,1753000.0,925000000.0,564293000.0,200566000.0,356378000.0,56788000.0,299077000.0,693443000.0,-30341000.0,1122000.0,12343000.0,73004000.0,5288000.0,-30341000.0,1079000000.0,57656000.0,-4926000.0,25475000.0,309000.0,1233265000.0,5434000.0,2122000.0,591835000.0,640201000.0,626793000.0,235457000.0,58789000.0,28871000.0,1229000.0,-122000000.0,-5808000.0,50000000.0,66000000.0,-2748000.0,-4107000.0,2951000.0,1842000.0,1000000.0,-20000000.0,69004000.0,4523000,4004000.0,105472000.0,109625000.0,-38310000.0,-3828000,264600000.0,272726000.0,-1405000.0,4523000.0,5942000.0,-5986000,645000,7752000,19680000,0,-5986000.0,11928000.0,11928000,19035000,4474000.0,4523000,5942000.0,16000000.0,1229000.0,290000.0,-18100000.0
SGOC,2019-06-30,1753000.0,925000000.0,145000.0,51042000.0,91414000.0,56788000.0,88722000.0,59779000.0,-9000.0,88000.0,14767000.0,8401000.0,936000.0,-9000.0,24463000.0,12265000.0,20171000.0,29279000.0,320000.0,195825000.0,9337000.0,2122000.0,137802000.0,27177000.0,117320000.0,21925000.0,58789000.0,46000.0,30846000.0,-122000000.0,-5808000.0,50000000.0,66000000.0,-2748000.0,-4107000.0,2951000.0,1842000.0,1000000.0,-20000000.0,69004000.0,-479500,4004000.0,105472000.0,109625000.0,-38310000.0,0,264600000.0,272726000.0,-1405000.0,-479500.0,-640500.0,-69000,362500,1820000,1382500,134000,-47500.0,-437500.0,-437500,1020000,1679000.0,-479500,-506500.0,16000000.0,30846000.0,-221500.0,-3500.0
SGOC,2019-03-31,1753000.0,925000000.0,145000.0,51042000.0,91414000.0,56788000.0,88722000.0,59779000.0,-9000.0,88000.0,14767000.0,8401000.0,936000.0,-9000.0,24463000.0,12265000.0,20171000.0,29279000.0,320000.0,195825000.0,9337000.0,2122000.0,137802000.0,27177000.0,117320000.0,21925000.0,58789000.0,46000.0,30846000.0,-122000000.0,-5808000.0,50000000.0,66000000.0,-2748000.0,-4107000.0,2951000.0,1842000.0,1000000.0,-20000000.0,69004000.0,-479500,4004000.0,105472000.0,109625000.0,-38310000.0,0,264600000.0,272726000.0,-1405000.0,-479500.0,-640500.0,-69000,362500,1820000,1382500,134000,-47500.0,-437500.0,-437500,1020000,1679000.0,-479500,-506500.0,16000000.0,30846000.0,-221500.0,-3500.0
SGOC,2018-12-31,1753000.0,925000000.0,360000.0,31091000.0,94686000.0,56788000.0,76549000.0,58319000.0,-9000.0,161000.0,10035000.0,14342000.0,12590000.0,-9000.0,20804000.0,12272000.0,21128000.0,30754000.0,302000.0,190841000.0,6127000.0,2122000.0,138069000.0,22667000.0,116648000.0,22579000.0,58789000.0,114000.0,30105000.0,-122000000.0,-5808000.0,50000000.0,66000000.0,-2748000.0,-4107000.0,2951000.0,1842000.0,1000000.0,-20000000.0,69004000.0,0,4004000.0,105472000.0,109625000.0,-38310000.0,0,264600000.0,272726000.0,-1405000.0,-479500.0,-640500.0,0,0,0,0,0,-47500.0,-437500.0,0,0,1679000.0,0,-506500.0,16000000.0,30105000.0,-221500.0,-3500.0
SGOC,2018-09-30,1753000.0,925000000.0,360000.0,31091000.0,94686000.0,56788000.0,76549000.0,58319000.0,-9000.0,161000.0,10035000.0,14342000.0,12590000.0,-9000.0,20804000.0,12272000.0,21128000.0,30754000.0,302000.0,190841000.0,6127000.0,2122000.0,138069000.0,22667000.0,116648000.0,22579000.0,58789000.0,114000.0,30105000.0,-122000000.0,-5808000.0,50000000.0,66000000.0,-2748000.0,-4107000.0,2951000.0,1842000.0,1000000.0,-20000000.0,69004000.0,0,4004000.0,105472000.0,109625000.0,-38310000.0,0,264600000.0,272726000.0,-1405000.0,-479500.0,-640500.0,0,0,0,0,0,-47500.0,-437500.0,0,0,1679000.0,0,-506500.0,16000000.0,30105000.0,-221500.0,-3500.0
OCCI,2019-10-31,1753000.0,925000000.0,20582828.0,31091000.0,45855308.0,64147358.0,3985270.0,58319000.0,-9000.0,161000.0,1652058.0,3931208.0,12590000.0,-9000.0,20804000.0,42434.0,-5093954.0,30754000.0,3062.0,68132628.0,6127000.0,2122000.0,45855308.0,22277320.0,50946200.0,22579000.0,58789000.0,114000.0,30105000.0,-122000000.0,361407.0,50000000.0,66000000.0,-1341331.0,-4107000.0,2951000.0,-3244080.0,1000000.0,-20000000.0,-184242.0,-3871585,64226.0,3059838.0,109625000.0,-38310000.0,160000,4587272.0,272726000.0,-186103.0,-3871585.0,-3871585.0,-5465691,0,1059680,2653786,0,-408250.0,1594106.0,1594106,2653786,1059680.0,-3871585,-3871585.0,16000000.0,30105000.0,-221500.0,-3500.0
OCCI,2019-07-31,1753000.0,925000000.0,20582828.0,31091000.0,45855308.0,64147358.0,3985270.0,58319000.0,-9000.0,161000.0,1652058.0,3931208.0,12590000.0,-9000.0,20804000.0,42434.0,-5093954.0,30754000.0,3062.0,68132628.0,6127000.0,2122000.0,45855308.0,22277320.0,50946200.0,22579000.0,58789000.0,114000.0,30105000.0,-122000000.0,361407.0,50000000.0,66000000.0,-1341331.0,-4107000.0,2951000.0,-3244080.0,1000000.0,-20000000.0,-184242.0,-3871585,64226.0,3059838.0,109625000.0,-38310000.0,160000,4587272.0,272726000.0,-186103.0,-3871585.0,-3871585.0,-5465691,0,1059680,2653786,0,-408250.0,1594106.0,1594106,2653786,1059680.0,-3871585,-3871585.0,16000000.0,30105000.0,-221500.0,-3500.0
OCCI,2019-04-30,1753000.0,925000000.0,20499084.0,31091000.0,47478802.0,64870172.0,4329340.0,58319000.0,-9000.0,161000.0,1188913.0,4299692.0,12590000.0,-9000.0,20804000.0,32713.0,-2488349.0,30754000.0,2505.0,69199512.0,6127000.0,2122000.0,47478802.0,21720710.0,49964646.0,22579000.0,58789000.0,114000.0,30105000.0,-122000000.0,-11497116.0,50000000.0,66000000.0,-1396183.0,-4107000.0,2951000.0,-11223276.0,1000000.0,-20000000.0,-2378306.0,-57670,540400.0,8844970.0,109625000.0,-38310000.0,-295000,4587272.0,272726000.0,-417097.0,-57670.0,-57670.0,-1118932,0,713788,1775050,0,-82848.0,1061262.0,1061262,1775050,713788.0,-57670,-57670.0,16000000.0,30105000.0,-221500.0,-3500.0
OCCI,2019-01-31,1753000.0,925000000.0,20499084.0,31091000.0,47478802.0,64870172.0,4329340.0,58319000.0,-9000.0,161000.0,1188913.0,4299692.0,12590000.0,-9000.0,20804000.0,32713.0,-2488349.0,30754000.0,2505.0,69199512.0,6127000.0,2122000.0,47478802.0,21720710.0,49964646.0,22579000.0,58789000.0,114000.0,30105000.0,-122000000.0,-11497116.0,50000000.0,66000000.0,-1396183.0,-4107000.0,2951000.0,-11223276.0,1000000.0,-20000000.0,-2378306.0,-57670,540400.0,8844970.0,109625000.0,-38310000.0,-295000,4587272.0,272726000.0,-417097.0,-57670.0,-57670.0,-1118932,0,713788,1775050,0,-82848.0,1061262.0,1061262,1775050,713788.0,-57670,-57670.0,16000000.0,30105000.0,-221500.0,-3500.0
