stock,endDate,accountsPayable,inventory,longTermDebt,netReceivables,netTangibleAssets,longTermInvestments,totalCurrentAssets,propertyPlantEquipment,otherStockholderEquity,deferredLongTermAssetCharges,totalCurrentLiabilities,cash,otherAssets,treasuryStock,goodWill,otherLiab,retainedEarnings,otherCurrentAssets,commonStock,totalAssets,otherCurrentLiab,deferredLongTermLiab,totalStockholderEquity,totalLiab,capitalSurplus,intangibleAssets,shortTermInvestments,shortLongTermDebt,minorityInterest_x,capitalExpenditures,changeToNetincome,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome_x,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments,otherCashflowsFromFinancingActivities,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome_y,incomeBeforeTax,researchDevelopment,minorityInterest_y,otherOperatingExpenses,discontinuedOperations
PLMR,2019-09-30,46267000.0,1153400000.0,2144300000.0,32171000.0,207718000.0,241212000.0,103264000.0,860000.0,5896000.0,288900000.0,162559000.0,16477000.0,5100000.0,5896000.0,1470700000.0,1812000.0,22977000.0,19540000.0,2000.0,372833000.0,116292000.0,4200000.0,208462000.0,164371000.0,179587000.0,22397000.0,112109000.0,428800000.0,31300000.0,-28000.0,11312000.0,160300000.0,-17300000.0,-52800000.0,-2797000.0,37200000.0,18766000.0,400000.0,-100100000.0,2021000.0,7454000,59000000.0,-12000.0,102600000.0,-16733000.0,0,35880000.0,-13908000.0,-2025000.0,7454000.0,7454000.0,0,20602000,21012000,30461000,1995000,-39500000.0,9449000.0,9449000,9859000,176800000.0,7454000,9449000.0,73100000.0,31300000.0,-4498000.0,-18100000.0
PLMR,2019-06-30,43018000.0,1153400000.0,2144300000.0,33878000.0,198892000.0,225429000.0,98292000.0,886000.0,4922000.0,288900000.0,149734000.0,14405000.0,5000000.0,4922000.0,1470700000.0,58000.0,15523000.0,18415000.0,2000.0,349428000.0,106716000.0,4200000.0,199636000.0,149792000.0,179189000.0,19821000.0,112109000.0,428800000.0,31300000.0,-17000.0,7737000.0,160300000.0,-17300000.0,-52800000.0,-284000.0,37200000.0,14436000.0,400000.0,-100100000.0,3990000.0,6698000,59000000.0,67424000.0,102600000.0,-77870000.0,0,87424000.0,-77569000.0,-2025000.0,6698000.0,6698000.0,-639000,16779000,16779000,25905000,1789000,-39500000.0,9126000.0,9126000,9126000,176800000.0,6698000,8487000.0,73100000.0,31300000.0,-4498000.0,-18100000.0
CALX,2020-03-28,20464000.0,30539000.0,13490000.0,67136000.0,23249000.0,225429000.0,155715000.0,35614000.0,-1106000.0,288900000.0,128351000.0,46189000.0,5059000.0,-41092000.0,116175000.0,17656000.0,-709520000.0,628000.0,1549000.0,324054000.0,42873000.0,4200000.0,150915000.0,173139000.0,899978000.0,19821000.0,112109000.0,4618000.0,31300000.0,-1729000.0,2984000.0,-20627000.0,9614000.0,-52800000.0,-284000.0,3544000.0,1249000.0,-240000.0,-100100000.0,-640000.0,-6944000,1135000.0,80000.0,-842000.0,-1729000.0,11543000,1099000.0,-77569000.0,-177000.0,-6944000.0,-6944000.0,-275000,56058000,108022000,101682000,329000,-290000.0,-6340000.0,-6340000,45624000,31293000.0,-6944000,-6615000.0,20671000.0,31300000.0,-4498000.0,-18100000.0
CALX,2019-12-31,10789000.0,40153000.0,956000.0,46509000.0,25705000.0,225429000.0,143817000.0,37391000.0,-854000.0,288900000.0,115493000.0,46829000.0,7292000.0,-40840000.0,116175000.0,32009000.0,-702576000.0,628000.0,1545000.0,316823000.0,36569000.0,4200000.0,154028000.0,162795000.0,895899000.0,19821000.0,112109000.0,4044000.0,31300000.0,-969000.0,2717000.0,2023000.0,6203000.0,-52800000.0,-284000.0,2909000.0,620000.0,264000.0,-100100000.0,9271000.0,497000,-140000.0,9356000.0,4965000.0,-969000.0,-13589000,4392000.0,-77569000.0,-177000.0,497000.0,497000.0,-695000,65479000,118697000,120191000,302000,-437000.0,1494000.0,1494000,54712000,32954000.0,497000,799000.0,20264000.0,31300000.0,-4498000.0,-18100000.0
CALX,2019-09-28,24151000.0,46355000.0,1655000.0,48532000.0,17168000.0,225429000.0,141860000.0,44188000.0,-1140000.0,288900000.0,123612000.0,37558000.0,1481000.0,-41126000.0,116175000.0,30687000.0,-703073000.0,628000.0,1521000.0,316511000.0,28555000.0,4200000.0,146150000.0,170361000.0,888828000.0,19821000.0,112109000.0,1745000.0,31300000.0,-2846000.0,5248000.0,11654000.0,-996000.0,-52800000.0,-284000.0,2763000.0,7285000.0,-378000.0,-100100000.0,2616000.0,-3379000,5992000.0,-1445000.0,-1435000.0,-2846000.0,-13997000,4392000.0,-77569000.0,-177000.0,-3379000.0,-3379000.0,-2392000,64283000,114862000,114485000,610000,-271000.0,-377000.0,-377000,50202000,29689000.0,-3379000,-2769000.0,20890000.0,31300000.0,-4498000.0,-18100000.0
CALX,2019-06-29,37522000.0,45360000.0,2080000.0,60186000.0,31031000.0,225429000.0,148210000.0,45527000.0,-710000.0,288900000.0,128707000.0,34942000.0,1336000.0,-40696000.0,116175000.0,18210000.0,-699694000.0,628000.0,1520000.0,311248000.0,27977000.0,4200000.0,147206000.0,164042000.0,886076000.0,19821000.0,112109000.0,1720000.0,31300000.0,-4499000.0,2612000.0,-4983000.0,1866000.0,-52800000.0,-284000.0,2363000.0,-2878000.0,-198000.0,-100100000.0,-9125000.0,-5045000,-5868000.0,-1550000.0,-5614000.0,-4499000.0,6177000,4193000.0,-77569000.0,-177000.0,-5045000.0,-5045000.0,-19000,55636000,105235000,100304000,95000,-142000.0,-4931000.0,-4931000,44668000,28899000.0,-5045000,-4950000.0,20700000.0,31300000.0,-4498000.0,-18100000.0
PER,2020-03-31,37522000.0,45360000.0,2080000.0,60186000.0,26233000.0,23099000.0,3134000.0,45527000.0,-710000.0,288900000.0,128707000.0,3134000.0,1336000.0,-40696000.0,116175000.0,18210000.0,-699694000.0,628000.0,26233000.0,26233000.0,27977000.0,4200000.0,26233000.0,164042000.0,886076000.0,19821000.0,112109000.0,1720000.0,31300000.0,-4499000.0,2612000.0,-4983000.0,1866000.0,-52800000.0,-284000.0,2363000.0,-2878000.0,-198000.0,-100100000.0,-9125000.0,4210000,-5868000.0,-1550000.0,-5614000.0,-4499000.0,0,4193000.0,-77569000.0,-177000.0,4210000.0,4210000.0,1574000,15000,2399000,5035000,0,-142000.0,2636000.0,2636000,5020000,708000.0,4210000,4210000.0,20700000.0,31300000.0,1676000.0,-18100000.0
PER,2019-12-31,37522000.0,45360000.0,2080000.0,60186000.0,107156000.0,102458000.0,4698000.0,45527000.0,-710000.0,288900000.0,128707000.0,4698000.0,1336000.0,-40696000.0,116175000.0,18210000.0,-699694000.0,628000.0,107156000.0,107156000.0,27977000.0,4200000.0,107156000.0,164042000.0,886076000.0,19821000.0,112109000.0,1720000.0,31300000.0,-4499000.0,2612000.0,-4983000.0,1866000.0,-52800000.0,-284000.0,2363000.0,-2878000.0,-198000.0,-100100000.0,-9125000.0,3856000,-5868000.0,-1550000.0,-5614000.0,-4499000.0,0,4193000.0,-77569000.0,-177000.0,3856000.0,3856000.0,-517000,16000,598000,4971000,0,-142000.0,4373000.0,4373000,4955000,582000.0,3856000,3856000.0,20700000.0,31300000.0,1676000.0,-18100000.0
PER,2019-09-30,37522000.0,45360000.0,2080000.0,60186000.0,109215000.0,105058000.0,4157000.0,45527000.0,-710000.0,288900000.0,128707000.0,4157000.0,1336000.0,-40696000.0,116175000.0,18210000.0,-699694000.0,628000.0,109215000.0,109215000.0,27977000.0,4200000.0,109215000.0,164042000.0,886076000.0,19821000.0,112109000.0,1720000.0,31300000.0,-4499000.0,2612000.0,-4983000.0,1866000.0,-52800000.0,-284000.0,2363000.0,-2878000.0,-198000.0,-100100000.0,-9125000.0,4671000,-5868000.0,-1550000.0,-5614000.0,-4499000.0,0,4193000.0,-77569000.0,-177000.0,4671000.0,4671000.0,-990000,13000,123000,5784000,0,-142000.0,5661000.0,5661000,5771000,110000.0,4671000,4671000.0,20700000.0,31300000.0,1676000.0,-18100000.0
PER,2019-06-30,37522000.0,45360000.0,2080000.0,60186000.0,110811000.0,107643000.0,3169000.0,45527000.0,-710000.0,288900000.0,128707000.0,3169000.0,1336000.0,-40696000.0,116175000.0,18210000.0,-699694000.0,628000.0,110811000.0,110811000.0,27977000.0,4200000.0,110811000.0,164042000.0,886076000.0,19821000.0,112109000.0,1720000.0,31300000.0,-4499000.0,2612000.0,-4983000.0,1866000.0,-52800000.0,-284000.0,2363000.0,-2878000.0,-198000.0,-100100000.0,-9125000.0,3780000,-5868000.0,-1550000.0,-5614000.0,-4499000.0,0,4193000.0,-77569000.0,-177000.0,3780000.0,3780000.0,-224000,8000,664000,4668000,0,-142000.0,4004000.0,4004000,4660000,609000.0,3780000,3780000.0,20700000.0,31300000.0,47000.0,-18100000.0
PCQ,2019-12-31,37522000.0,45360000.0,29245000.0,5887000.0,267390000.0,364657000.0,12217000.0,45527000.0,-710000.0,288900000.0,86631000.0,3169000.0,127523000.0,-40696000.0,116175000.0,478000.0,40773000.0,6329000.0,110811000.0,504397000.0,1450000.0,4200000.0,267390000.0,116354000.0,226617000.0,19821000.0,112109000.0,1720000.0,31300000.0,-4499000.0,3972500.0,332000.0,1866000.0,-4849500.0,-284000.0,2363000.0,7203500.0,-198000.0,-100100000.0,500.0,6499000,-1000.0,-7203000.0,-2399500.0,-4499000.0,-3607500,4193000.0,-77569000.0,4950690.0,5808000.0,6499000.0,2329500,0,798500,4968000,0,-531000.0,4169500.0,4169500,4968000,798500.0,6499000,6499000.0,20700000.0,31300000.0,47000.0,-18100000.0
PCQ,2019-09-30,37522000.0,45360000.0,29245000.0,5887000.0,267390000.0,364657000.0,12217000.0,45527000.0,-710000.0,288900000.0,86631000.0,3169000.0,127523000.0,-40696000.0,116175000.0,478000.0,40773000.0,6329000.0,110811000.0,504397000.0,1450000.0,4200000.0,267390000.0,116354000.0,226617000.0,19821000.0,112109000.0,1720000.0,31300000.0,-4499000.0,3972500.0,332000.0,1866000.0,-4849500.0,-284000.0,2363000.0,7203500.0,-198000.0,-100100000.0,500.0,6499000,-1000.0,-7203000.0,-2399500.0,-4499000.0,-3607500,4193000.0,-77569000.0,4950690.0,5808000.0,6499000.0,2329500,0,798500,4968000,0,-531000.0,4169500.0,4169500,4968000,798500.0,6499000,6499000.0,20700000.0,31300000.0,47000.0,-18100000.0
PCQ,2019-06-30,37522000.0,45360000.0,29136000.0,6551000.0,264065000.0,378520000.0,7093000.0,45527000.0,-710000.0,288900000.0,98617000.0,3169000.0,127393000.0,-40696000.0,116175000.0,507000.0,37083000.0,542000.0,110811000.0,513006000.0,1448000.0,4200000.0,264065000.0,128260000.0,226982000.0,19821000.0,112109000.0,1720000.0,31300000.0,-4499000.0,-9703000.0,174000.0,1866000.0,-4960500.0,-284000.0,2363000.0,5959500.0,-198000.0,-100100000.0,-500.0,11846500,19500.0,-5960000.0,-999500.0,-4499000.0,3607500,4193000.0,-77569000.0,4950690.0,11021000.0,11846500.0,7270000,0,743500,5320000,0,-668500.0,4576500.0,4576500,5320000,743500.0,11846500,11846500.0,20700000.0,31300000.0,47000.0,-18100000.0
PCQ,2019-03-31,37522000.0,45360000.0,29136000.0,6551000.0,264065000.0,378520000.0,7093000.0,45527000.0,-710000.0,288900000.0,98617000.0,3169000.0,127393000.0,-40696000.0,116175000.0,507000.0,37083000.0,542000.0,110811000.0,513006000.0,1448000.0,4200000.0,264065000.0,128260000.0,226982000.0,19821000.0,112109000.0,1720000.0,31300000.0,-4499000.0,-9703000.0,174000.0,1866000.0,-4960500.0,-284000.0,2363000.0,5959500.0,-198000.0,-100100000.0,-500.0,11846500,19500.0,-5960000.0,-999500.0,-4499000.0,3607500,4193000.0,-77569000.0,4950690.0,11021000.0,11846500.0,7270000,0,743500,5320000,0,-668500.0,4576500.0,4576500,5320000,743500.0,11846500,11846500.0,20700000.0,31300000.0,47000.0,-18100000.0
BPMP,2020-03-31,700000.0,45360000.0,468000000.0,15100000.0,106300000.0,531500000.0,124100000.0,62800000.0,-710000.0,288900000.0,7800000.0,105500000.0,4400000.0,-40696000.0,116175000.0,3500000.0,37083000.0,600000.0,106300000.0,722800000.0,2100000.0,4200000.0,106300000.0,479300000.0,226982000.0,19821000.0,112109000.0,1720000.0,137200000.0,-700000.0,6000000.0,1100000.0,1866000.0,-36400000.0,-284000.0,700000.0,48900000.0,-198000.0,-100100000.0,6700000.0,41700000,-1500000.0,-44300000.0,-999500.0,2100000.0,900000,4193000.0,2800000.0,-7900000.0,40500000.0,47500000.0,27900000,5500000,11100000,30700000,0,-3400000.0,19600000.0,19600000,25200000,4800000.0,41700000,47500000.0,20700000.0,137200000.0,100000.0,-18100000.0
BPMP,2019-12-31,550000.0,45360000.0,468000000.0,16177000.0,102102000.0,534383000.0,120812000.0,63162000.0,-710000.0,288900000.0,10410000.0,98831000.0,3739000.0,-40696000.0,116175000.0,3039000.0,37083000.0,680000.0,102102000.0,722096000.0,1544000.0,4200000.0,102102000.0,481866000.0,226982000.0,19821000.0,112109000.0,1720000.0,138128000.0,-706000.0,6239000.0,-542000.0,1866000.0,-35890000.0,-284000.0,660000.0,47102000.0,-198000.0,-100100000.0,6426000.0,47646000,-4889000.0,-43213000.0,-999500.0,2537000.0,-2012000,4193000.0,3243000.0,-7323000.0,46484000.0,53860000.0,29618000,5320000,10824000,35066000,0,-3817000.0,24242000.0,24242000,29746000,4483000.0,47646000,53860000.0,20700000.0,138128000.0,361000.0,-18100000.0
BPMP,2019-09-30,556000.0,45360000.0,468000000.0,11334000.0,90701000.0,537575000.0,107049000.0,65347000.0,-710000.0,288900000.0,12025000.0,92405000.0,3140000.0,-40696000.0,116175000.0,3140000.0,37083000.0,3207000.0,90701000.0,713111000.0,3026000.0,4200000.0,90701000.0,483592000.0,226982000.0,19821000.0,112109000.0,1720000.0,138818000.0,-109000.0,5400000.0,-613000.0,1866000.0,-34315000.0,-284000.0,656000.0,55021000.0,-198000.0,-100100000.0,17003000.0,45754000,5346000.0,-39582000.0,-999500.0,1564000.0,-1522000,4193000.0,1673000.0,-5267000.0,45011000.0,50393000.0,26320000,5699000,10488000,34561000,0,-3784000.0,24073000.0,24073000,28862000,4022000.0,45754000,50393000.0,20700000.0,138818000.0,111000.0,-18100000.0
BPMP,2019-06-30,473000.0,45360000.0,468000000.0,10721000.0,79538000.0,539933000.0,91040000.0,65766000.0,-710000.0,288900000.0,9657000.0,75402000.0,2984000.0,-40696000.0,116175000.0,2984000.0,37083000.0,2861000.0,79538000.0,699723000.0,3630000.0,4200000.0,79538000.0,481079000.0,226982000.0,19821000.0,112109000.0,1720000.0,139106000.0,-64000.0,7487000.0,945000.0,1866000.0,-32946000.0,-284000.0,658000.0,50168000.0,-198000.0,-100100000.0,14589000.0,37331000,531000.0,-38978000.0,-999500.0,3399000.0,3216000,4193000.0,3463000.0,-6032000.0,36928000.0,42195000.0,24056000,5491000,10461000,28600000,0,-3782000.0,18139000.0,18139000,23109000,4171000.0,37331000,42195000.0,20700000.0,139106000.0,141000.0,-18100000.0
GHM,2020-03-31,14253000.0,22291000.0,468000000.0,30477000.0,96724000.0,539933000.0,126677000.0,17830000.0,-9556000.0,288900000.0,49234000.0,32955000.0,3613000.0,-22095000.0,116175000.0,2025000.0,91389000.0,2861000.0,1069000.0,148120000.0,26983000.0,4200000.0,96724000.0,51396000.0,26361000.0,19821000.0,40048000.0,1720000.0,139106000.0,-1028000.0,269000.0,2211000.0,-1946000.0,-1087000.0,-284000.0,489000.0,5358000.0,-88000.0,-100100000.0,22104000.0,576000,355000.0,-1100000.0,-13000.0,17934000.0,3117000,4193000.0,18952000.0,-6032000.0,576000.0,576000.0,328000,18640000,22758000,23082000,76000,-3000.0,324000.0,324000,4442000,4024000.0,576000,652000.0,20700000.0,139106000.0,94000.0,-18100000.0
GHM,2019-12-31,9253000.0,20408000.0,468000000.0,32994000.0,98041000.0,539933000.0,124542000.0,17189000.0,-8385000.0,288900000.0,45959000.0,10851000.0,5070000.0,-20986000.0,116175000.0,2618000.0,91900000.0,2861000.0,1070000.0,146801000.0,29228000.0,4200000.0,98041000.0,48760000.0,26057000.0,19821000.0,59000000.0,1720000.0,139106000.0,-710000.0,480000.0,-7010000.0,3235000.0,-1088000.0,-284000.0,488000.0,-2204000.0,44000.0,-100100000.0,-1031000.0,9000,-337000.0,-1077000.0,-13000.0,2206000.0,863000,4193000.0,2914000.0,-6032000.0,9000.0,9000.0,403000,21242000,25596000,25286000,-3000,-2000.0,-310000.0,-310000,4044000,4354000.0,9000,6000.0,20700000.0,139106000.0,94000.0,-18100000.0
GHM,2019-09-30,7617000.0,23597000.0,468000000.0,25996000.0,98495000.0,539933000.0,124554000.0,17073000.0,-8667000.0,288900000.0,45140000.0,11882000.0,4837000.0,-21268000.0,116175000.0,2601000.0,92979000.0,2861000.0,1070000.0,146464000.0,29957000.0,4200000.0,98495000.0,47969000.0,25714000.0,19821000.0,61914000.0,1720000.0,139106000.0,-385000.0,490000.0,-992000.0,438000.0,-1087000.0,-284000.0,490000.0,2838000.0,-111000.0,-100100000.0,-1886000.0,1205000,817000.0,-1102000.0,-15000.0,-3511000.0,-30000,4193000.0,-3126000.0,-6032000.0,1205000.0,1205000.0,359000,16695000,20455000,21643000,342000,-4000.0,1188000.0,1188000,4948000,3760000.0,1205000,1547000.0,20700000.0,139106000.0,94000.0,-18100000.0
GHM,2019-06-30,6797000.0,24092000.0,468000000.0,25522000.0,97945000.0,539933000.0,123627000.0,17107000.0,-8726000.0,288900000.0,44545000.0,13768000.0,4597000.0,-21346000.0,116175000.0,2589000.0,92861000.0,2861000.0,1070000.0,145331000.0,30914000.0,4200000.0,97945000.0,47386000.0,25360000.0,19821000.0,58789000.0,1720000.0,139106000.0,-294000.0,626000.0,765000.0,552000.0,-988000.0,-284000.0,501000.0,-4753000.0,-76000.0,-100100000.0,-1253000.0,82000,-1285000.0,-1228000.0,-10000.0,4252000.0,-5807000,4193000.0,3944000.0,-6032000.0,82000.0,82000.0,-29000,15879000,20457000,20593000,25000,-3000.0,136000.0,136000,4714000,4469000.0,82000,107000.0,20700000.0,139106000.0,98000.0,-18100000.0
ROG,2020-03-31,39707000.0,127517000.0,275944000.0,168672000.0,521935000.0,15743000.0,621293000.0,265994000.0,-55049000.0,18328000.0,97339000.0,308277000.0,107512000.0,-55049000.0,260870000.0,108668000.0,836961000.0,16827000.0,18662000.0,1426416000.0,11753000.0,4200000.0,937809000.0,488607000.0,137235000.0,155004000.0,58789000.0,1720000.0,139106000.0,-11160000.0,2941000.0,-20705000.0,4095000.0,-988000.0,-284000.0,10926000.0,8633000.0,-1616000.0,-4997000.0,141428000.0,13259000,-1150000.0,145571000.0,149904000.0,-11160000.0,-733000,664000.0,3944000.0,-6032000.0,13259000.0,13259000.0,-795000,133180000,181315000,198810000,3441000,-1336000.0,17495000.0,17495000,65630000,40330000.0,13259000,16700000.0,7805000.0,139106000.0,98000.0,-18100000.0
ROG,2019-12-31,33019000.0,132859000.0,124254000.0,149032000.0,512023000.0,16461000.0,464102000.0,264902000.0,-46905000.0,17117000.0,100225000.0,166849000.0,105839000.0,-46905000.0,262930000.0,108328000.0,823702000.0,15362000.0,18577000.0,1273181000.0,15662000.0,4200000.0,933900000.0,339281000.0,138526000.0,158947000.0,58789000.0,1720000.0,139106000.0,-12770000.0,45110000.0,18624000.0,6588000.0,-988000.0,-284000.0,11986000.0,45651000.0,1054000.0,-241000.0,26102000.0,-28760000,-1310000.0,-7833000.0,-7592000.0,-12770000.0,-6587000,664000.0,3944000.0,-6032000.0,-28760000.0,-28760000.0,-1253000,129565000,230726000,193768000,-9451000,-2134000.0,-36958000.0,-36958000,64203000,92637000.0,-28760000,-38211000.0,8403000.0,139106000.0,98000.0,-18100000.0
ROG,2019-09-30,38608000.0,137908000.0,132006000.0,166740000.0,491143000.0,15033000.0,458492000.0,257854000.0,-92161000.0,12166000.0,105189000.0,140747000.0,94848000.0,-92161000.0,260552000.0,90739000.0,852462000.0,13097000.0,18572000.0,1249718000.0,15189000.0,4200000.0,914634000.0,335084000.0,135761000.0,162939000.0,58789000.0,1720000.0,139106000.0,-14801000.0,2828000.0,17918000.0,-4943000.0,-988000.0,-284000.0,12077000.0,48171000.0,-1380000.0,-241000.0,-32321000.0,23387000,3109000.0,-64311000.0,-65098000.0,-14801000.0,-6205000,787000.0,3944000.0,-6032000.0,23387000.0,23387000.0,-1908000,142975000,191216000,221842000,5331000,-1747000.0,30626000.0,30626000,78867000,40289000.0,23387000,28718000.0,7830000.0,139106000.0,98000.0,-18100000.0
ROG,2019-06-30,42214000.0,135067000.0,196766000.0,186635000.0,465725000.0,17534000.0,509859000.0,254594000.0,-81956000.0,11080000.0,112692000.0,173068000.0,93577000.0,-81956000.0,263804000.0,92277000.0,829075000.0,15089000.0,18559000.0,1307353000.0,14779000.0,4200000.0,897514000.0,409839000.0,131836000.0,167985000.0,58789000.0,1720000.0,139106000.0,-11379000.0,2778000.0,5944000.0,-1295000.0,-988000.0,-284000.0,12115000.0,50441000.0,263000.0,-284000.0,10994000.0,24293000,2626000.0,-28333000.0,-28098000.0,-11377000.0,3980000,49000.0,3944000.0,-6032000.0,24293000.0,24293000.0,-2783000,157024000,208553000,242852000,7223000,-2038000.0,34299000.0,34299000,85828000,43649000.0,24293000,31516000.0,7843000.0,139106000.0,98000.0,-18100000.0
UDR,2020-03-31,82254000.0,135067000.0,4557546000.0,151543000.0,3417914000.0,588395000.0,174472000.0,8646182000.0,-2373506000.0,11080000.0,599063000.0,980000.0,282056000.0,-2373506000.0,263804000.0,48474000.0,829075000.0,21949000.0,2949000.0,9691105000.0,115259000.0,4200000.0,3417914000.0,5393582000.0,5788471000.0,167985000.0,58789000.0,112592000.0,833408000.0,-2479000.0,4286000.0,5944000.0,-1295000.0,-101945000.0,-900000.0,157501000.0,135456000.0,263000.0,-284000.0,-10362000.0,5221000,-31552000.0,68226000.0,181753000.0,-214044000.0,0,49000.0,-12868000.0,-11582000.0,4155000.0,5540000.0,-37868000,103831000,281276000,324848000,164000,-39317000.0,43572000.0,43572000,221017000,18191000.0,5221000,5704000.0,7843000.0,833408000.0,1753000.0,-18100000.0
UDR,2019-12-31,88447000.0,135067000.0,4296879000.0,153650000.0,3230883000.0,588262000.0,186947000.0,8607903000.0,-2472580000.0,11080000.0,695854000.0,8106000.0,171902000.0,-2472580000.0,263804000.0,48353000.0,829075000.0,25185000.0,2946000.0,9636472000.0,109382000.0,4200000.0,3312341000.0,5228493000.0,5781975000.0,167985000.0,58789000.0,110787000.0,1049437000.0,-6012000.0,-72643000.0,5944000.0,-1295000.0,-101417000.0,-115751000.0,145177000.0,173828000.0,263000.0,-284000.0,9750000.0,97639000,3655000.0,139807000.0,222420000.0,-303885000.0,0,49000.0,-9951000.0,-44502000.0,96608000.0,105237000.0,55455000,89712000,258720000,308504000,2000,-60435000.0,49784000.0,49784000,218792000,14330000.0,97639000,105239000.0,7843000.0,1049437000.0,9501000.0,-18100000.0
UDR,2019-09-30,72211000.0,135067000.0,3874923000.0,37899000.0,3200361000.0,791180000.0,62170000.0,7685823000.0,-2505350000.0,11080000.0,314173000.0,1895000.0,158424000.0,-2505350000.0,263804000.0,36382000.0,829075000.0,21646000.0,2929000.0,8697597000.0,108939000.0,4200000.0,3200361000.0,4353641000.0,5702782000.0,167985000.0,58789000.0,1443000.0,1097394000.0,-4000000.0,746000.0,5944000.0,-1295000.0,-98301000.0,-405000.0,129010000.0,170455000.0,263000.0,-284000.0,-482000.0,27204000,13495000.0,405872000.0,70748000.0,-576809000.0,0,49000.0,14301000.0,-15712000.0,26173000.0,29422000.0,-29860000,93668000,237626000,298407000,1499000,-42523000.0,60781000.0,60781000,204739000,14338000.0,27204000,30921000.0,7843000.0,1097394000.0,610000.0,-18100000.0
UDR,2019-06-30,62997000.0,135067000.0,3408966000.0,37494000.0,2903203000.0,769000000.0,63133000.0,7226558000.0,-2344447000.0,11080000.0,696432000.0,981000.0,138575000.0,-2344447000.0,263804000.0,35222000.0,829075000.0,23042000.0,2831000.0,8197266000.0,105611000.0,4200000.0,2903203000.0,4228719000.0,5244819000.0,167985000.0,58789000.0,69876000.0,1019143000.0,-3801000.0,-1051000.0,5944000.0,-1295000.0,-97554000.0,-520000.0,119612000.0,149088000.0,263000.0,-284000.0,-131000.0,35619000,-5092000.0,197025000.0,280130000.0,-346244000.0,0,49000.0,-14376000.0,-6244000.0,34588000.0,38318000.0,-22471000,86734000,221419000,282333000,125000,-34417000.0,60914000.0,60914000,195599000,14619000.0,35619000,38443000.0,7843000.0,1019143000.0,454000.0,-18100000.0
AVID,2020-03-31,34989000.0,32601000.0,220426000.0,82127000.0,-194105000.0,769000000.0,214821000.0,47875000.0,-4745000.0,7640000.0,203023000.0,81182000.0,13096000.0,-4745000.0,32643000.0,18385000.0,-1185266000.0,8810000.0,434000.0,308435000.0,85914000.0,4200000.0,-161462000.0,469897000.0,1028115000.0,167985000.0,58789000.0,31400000.0,1019143000.0,-1479000.0,5270000.0,13311000.0,-3435000.0,-97554000.0,-520000.0,2142000.0,-5605000.0,-402000.0,-1818000.0,12345000.0,-5857000,-6954000.0,19831000.0,21649000.0,-1479000.0,-10122000,49000.0,-14376000.0,-6244000.0,-5857000.0,-5857000.0,-5428000,33302000,86760000,86453000,122000,-4800000.0,-307000.0,-307000,53151000,38033000.0,-5857000,-5735000.0,15425000.0,1019143000.0,454000.0,-18100000.0
AVID,2019-12-31,39888000.0,29166000.0,199034000.0,93267000.0,-187728000.0,769000000.0,208731000.0,49327000.0,-3930000.0,7479000.0,212259000.0,69085000.0,13592000.0,-3930000.0,32643000.0,19958000.0,-1179409000.0,7788000.0,430000.0,304293000.0,113074000.0,4200000.0,-155085000.0,459378000.0,1027824000.0,167985000.0,58789000.0,30554000.0,1019143000.0,-1556000.0,-3066000.0,-20419000.0,3002000.0,-97554000.0,-520000.0,1565000.0,18529000.0,284000.0,-142000.0,16796000.0,15372000,9625000.0,-461000.0,-319000.0,-1556000.0,12131000,49000.0,-14376000.0,-6244000.0,15372000.0,15372000.0,-5695000,43032000,100471000,116307000,-5231000,-11112000.0,15836000.0,15836000,73275000,41422000.0,15372000,10141000.0,16018000.0,1019143000.0,454000.0,-18100000.0
AVID,2019-09-30,35554000.0,32168000.0,199593000.0,68136000.0,-205568000.0,769000000.0,173956000.0,51607000.0,-4369000.0,2006000.0,191785000.0,52289000.0,8015000.0,-4369000.0,32643000.0,18838000.0,-1194781000.0,8223000.0,429000.0,266221000.0,75201000.0,4200000.0,-172925000.0,439146000.0,1025796000.0,167985000.0,58789000.0,29705000.0,1019143000.0,-2053000.0,2228000.0,5024000.0,1937000.0,-97554000.0,-520000.0,2045000.0,-2551000.0,-612000.0,-1549000.0,-7167000.0,3165000,-9360000.0,-1951000.0,-402000.0,-2053000.0,-7968000,49000.0,-14376000.0,-6244000.0,3165000.0,3165000.0,-5748000,35603000,84831000,93461000,-283000,-5100000.0,8630000.0,8630000,57858000,34368000.0,3165000,2882000.0,14860000.0,1019143000.0,454000.0,-18100000.0
